3,1,185.20417847302588,90.74082590882288,78.67959608698551,235.50260201835485
3,2,86.65930538737935,99.72779349051936,63.08312523191859,221.41591802069712
3,3,436.67999281297557,82.66171147998435,96.22499858210493,254.4055812128954
3,4,357.46824738207727,83.85074574219973,83.23821698683221,245.6769084301735
3,5,575.1592372783815,88.76317482627742,61.208021077380536,198.43059122495012
3,6,513.4844514639875,110.21600768148089,47.01503038497281,129.31984358145277
4,1,191.23777833574414,88.90889168588811,78.91304303139759,236.14655195223435
4,2,80.59572663105021,104.33951162089328,60.98241184646123,210.2385211381443
4,3,439.7094803720369,83.39737983956877,95.24762987756314,253.04138681832416
4,4,359.5527773580143,81.91172352872337,84.55759407895063,248.77142124758268
4,5,572.9027384884223,86.7519921163986,63.043366209121075,204.56592979826476
4,6,512.1491579838085,113.00758942102371,45.860933870961965,126.19143343729695
5,1,196.30462185097448,84.77896288786718,80.4712440814789,241.1960129024037
5,2,75.28452427391316,105.58510159015498,60.84615796880835,205.53498779294898
5,3,442.2141309194111,83.71055533007335,93.11653863275144,248.05712610649377
5,4,361.4837139579516,84.18085957115535,83.67809997738324,244.65794562755954
5,5,571.1118157592015,86.07854204584561,63.58786998877356,205.77029589386632
5,6,511.2442902494735,113.94045595520458,44.94595023816267,123.63640858121516
6,1,201.58131204015964,84.87561287213131,80.52682183687413,241.37397914432444
6,2,70.87562864910059,105.09441557422885,62.35441771329624,205.8362990318174
6,3,450.00919380806596,86.7294627369338,89.78745011069587,239.13083036543063
6,4,363.7708052114343,89.27806165080092,81.27040564409947,236.02180288892416
6,5,569.4884728296814,85.86899008314441,63.705646592396036,205.30691701090115
6,6,510.2100713290417,113.4785037806621,44.02481128361193,121.38935419174898
6,7,181.537148283481,97.39128921738369,37.17095212516453,156.21742156523263
7,1,210.21797771427518,88.51505554433787,78.33613576136823,233.62385801703593
7,2,62.175419199212776,96.28673782017191,68.48982494368495,223.96548401211686
7,3,452.27166019212206,84.91726748849825,90.65459686712906,241.84518368353935
7,4,367.80678571581007,92.41510153280385,80.12994909259137,229.53950669744285
7,5,568.2381165841688,87.20949307494939,63.08508381905493,201.53647950241026
7,6,507.08150963448,112.57266905054662,43.67030285236744,122.11476634406213
7,7,180.66662003590562,97.38465938158186,37.1701506322031,155.4514173368604
8,1,217.7417897272359,96.21128002846764,74.44094056972004,219.52375607789818
8,2,57.44482220663416,96.61557894295464,69.52290082826553,226.1754865438627
